Date,Lat,Long,Mag
2/24/2014,4.1306,62.8765,5.6
2/24/2014,4.1326,62.6332,5.6
1/2/2015,6.5739,60.3653,5.5
1/5/2015,-43.0546,171.2364,5.6
1/6/2015,55.2049,163.2446,5.6
1/7/2015,5.9045,-82.6576,6.5
1/8/2015,-61.6118,161.3346,5.7
1/10/2015,-5.655,68.3613,5.6
1/10/2015,-21.6328,-68.5339,5.5
1/10/2015,14.7709,120.2456,5.9
1/12/2015,15.4767,-93.3808,5.5
1/12/2015,-5.587,133.9223,5.6
1/17/2015,-22.237,-63.1461,5.6
1/17/2015,-5.7726,131.8634,5.5
1/18/2015,51.9238,179.578,5.5
1/18/2015,-35.4555,-105.7571,5.7
1/19/2015,4.6079,119.7571,5.5
1/20/2015,14.9801,-91.4588,5.5
1/21/2015,-5.6549,146.3279,5.7
1/23/2015,-17.0309,168.52,6.8
1/26/2015,-54.6751,-136.7703,5.6
1/27/2015,1.3368,97.2402,5.7
1/28/2015,-20.9665,-178.3032,6.2
1/28/2015,40.3178333,-124.6066667,5.73
1/29/2015,-19.2852,-174.171,5.6
1/30/2015,-21.2452,170.158,6
1/31/2015,15.241,147.1244,5.5
1/1/2016,-50.5575,139.4489,6.3
1/1/2016,-28.6278,-177.281,5.8
1/2/2016,44.8069,129.9406,5.8
1/3/2016,24.8036,93.6505,6.7
1/5/2016,30.6132,132.7337,5.8
1/5/2016,-54.2906,-136.2603,6
1/5/2016,22.0669,143.6108,5.7
1/8/2016,-30.664,-71.6383,5.7
1/10/2016,-57.6576,-147.9486,5.6
1/11/2016,3.8965,126.8621,6.5
1/11/2016,44.4761,141.0867,6.2
1/12/2016,-31.3385,58.1916,5.9
1/12/2016,36.5979,70.9503,5.7
1/13/2016,-15.1703,-174.875,5.9
1/14/2016,-19.7597,-63.3288,6.1
1/14/2016,41.9723,142.781,6.7
1/14/2016,-15.6408,-177.1557,5.6
1/14/2016,-53.2602,159.7523,5.5
1/14/2016,9.6862,126.3095,5.6
1/16/2016,-3.8727,127.2292,5.6
1/18/2016,-21.4088,176.1244,5.8
1/19/2016,22.8626,121.3206,5.6
1/20/2016,37.6709,101.6409,5.9
1/21/2016,-30.8839,-178.5829,5.5
1/21/2016,18.8239,-106.9337,6.6
1/22/2016,-13.7207,172.06,5.6
1/24/2016,59.6363,-153.4051,7.1
1/25/2016,-19.5324,-173.3833,5.7
1/25/2016,35.6493,-3.6818,6.3
1/25/2016,3.2058,128.392,5.5
1/26/2016,-5.2952,153.2454,6.1
1/26/2016,-5.3105,153.2532,5.5
1/27/2016,1.0248,-28.1447,5.7
1/30/2016,53.9776,158.5463,7.2
1/30/2016,-3.1401,146.9814,5.5
1/31/2016,-2.8659,147.1385,5.7
1/31/2016,-63.263,169.1485,6.1
2/1/2016,-30.7539,-179.9504,6.2
2/2/2016,25.5745,123.4476,5.7
2/5/2016,22.9375,120.6014,6.4
2/6/2016,-16.9899,174.9389,5.7
2/7/2016,-15.2216,-173.3951,5.8
2/8/2016,-6.6207,154.7421,6.4
2/10/2016,-30.5723,-71.5838,6.3
2/12/2016,-9.6338,119.4013,6.3
2/14/2016,-43.4798,172.7715,5.8
2/14/2016,30.2966,138.8823,5.7
2/15/2016,-20.9981,-175.4788,6
2/15/2016,-49.0481,164.4987,5.9
2/16/2016,-16.4442,-73.6045,5.7
