Date,Lat,Long,Mag
2/2/1970,43.031,147.763,5.8
2/3/1970,43.341,147.929,5.7
2/4/1970,15.518,-99.576,6.4
2/5/1970,24.371,102.302,5.8
2/5/1970,46.943,154.2,6
2/5/1970,46.932,154.204,5.7
2/5/1970,12.584,121.952,6.7
2/6/1970,54.513,163.189,6
2/6/1970,12.687,121.924,6
2/6/1970,23.083,100.771,6.1
2/7/1970,47.184,154.092,6
2/7/1970,47.284,153.782,6
2/10/1970,-5.936,130.638,5.8
2/13/1970,-5.923,112.997,6.5
2/14/1970,-10.012,-75.633,5.9
2/15/1970,-0.045,122.999,5.9
2/17/1970,9.846,125.912,5.6
2/17/1970,-22.378,170.363,5.8
2/18/1970,-20.724,-176.668,6
2/21/1970,-8.734,124.062,5.7
2/23/1970,27.771,54.54,5.8
2/24/1970,30.607,103.203,5.6
2/24/1970,59.51,-143.636,5.8
2/25/1970,24.126,122.253,6.1
2/26/1970,13.567,120.466,5.8
2/26/1970,43.439,147.521,5.9
2/26/1970,43.473,147.547,6.1
2/27/1970,50.144,-179.788,6.1
2/27/1970,-8.012,119.726,5.7
2/28/1970,52.487,-174.915,7.1
2/28/1970,27.756,56.316,5.6
3/4/1970,12.213,143.847,6.2
3/4/1970,-19.746,-178.538,5.6
3/4/1970,7.273,126.891,6.1
3/8/1970,1.77,126.612,5.7
3/9/1970,39.579,143.546,5.9
3/9/1970,-19.091,168.672,6.6
3/10/1970,44.683,148.909,6.2
3/10/1970,12.702,122.247,5.8
3/10/1970,-31.077,116.567,5.7
3/11/1970,57.399,-154.058,6
3/15/1970,-29.701,-69.397,6
3/16/1970,-19.159,168.386,5.8
3/19/1970,51.411,173.58,6.3
3/20/1970,5.008,125.339,5.7
3/21/1970,24.126,142.874,5.6
3/23/1970,40.212,140.312,5.7
3/23/1970,29.831,129.496,5.7
3/24/1970,-22.13,126.691,6
3/26/1970,37.3005,-116.5341667,5.54
3/27/1970,0.288,119.364,6.7
3/28/1970,-6.253,154.667,6
3/28/1970,39.098,29.57,6.9
3/29/1970,-17.07,168.634,6.6
3/30/1970,6.754,126.451,6.8
3/31/1970,-5.632,-80.2,5.7
3/31/1970,-3.629,69.61,5.9
1/1/1971,-4.19,141.183,6
1/3/1971,-55.918,-2.668,7.1
1/4/1971,-29.644,-111.835,5.7
1/4/1971,34.53,137.151,5.8
1/6/1971,36.374,141.231,5.6
1/7/1971,52.282,-173.241,5.8
1/8/1971,47.341,154.247,6.2
1/10/1971,-3.184,139.722,7.7
1/10/1971,-3.078,139.674,6.6
1/10/1971,-3.337,139.757,6
1/10/1971,-3.2,139.784,6
1/10/1971,-3.5,140.095,6.2
1/10/1971,-3.281,139.89,5.8
1/10/1971,-3.106,139.594,5.9
1/10/1971,-3.261,139.993,6
1/10/1971,-3.298,139.834,5.7
1/12/1971,9.829,138.284,5.8
1/12/1971,-3.39,139.993,5.9
1/13/1971,-3.092,139.575,5.9
1/14/1971,-3.035,139.737,5.9
1/16/1971,-56.037,-27.657,5.9
1/18/1971,1.058,125.843,5.7
1/18/1971,41.611,142.75,5.5
1/18/1971,1.054,125.855,5.5
1/19/1971,23.757,-108.692,6
1/20/1971,8.759,-79.18,5.8
1/21/1971,-6.827,147.605,5.7
1/21/1971,-17.229,-69.226,5.5
1/21/1971,-7.893,122.684,5.6
1/25/1971,-9.701,151.421,6.2
1/25/1971,51.483,-177.846,6.4
1/26/1971,51.727,-174.979,5.7
1/27/1971,1.645,126.416,5.6
1/29/1971,51.604,151.009,6.9
2/1/1971,51.557,-173.044,6.1
2/2/1971,-21.258,-175.433,5.6
2/3/1971,17.914,147.046,5.6
2/4/1971,0.653,98.711,7
2/5/1971,51.62,-131.133,5.9
2/6/1971,-49.935,-115.51,5.9
2/6/1971,2.236,126.828,5.9
2/6/1971,47.019,154.145,5.8
2/7/1971,51.409,-176.974,7
2/7/1971,51.145,-177.086,5.9
2/7/1971,51.162,-176.975,5.6
2/8/1971,-63.398,-61.377,7
2/9/1971,34.416,-118.37,6.6
2/9/1971,34.416,-118.37,5.8
2/9/1971,34.416,-118.37,5.8
2/12/1971,-6.369,146.457,5.8
2/12/1971,1.393,121.187,5.5
2/13/1971,-6.127,146.248,5.7
2/14/1971,36.565,55.762,5.8
2/15/1971,-25.204,178.405,6.5
2/16/1971,24.112,122.238,5.8
2/18/1971,-36.775,-73.276,5.7
2/21/1971,-23.804,-67.151,6.9
2/23/1971,39.639,27.379,5.6
2/25/1971,5.89,126.715,5.8
2/25/1971,37.159,138.374,5.6
2/25/1971,3.274,95.86,5.7
2/26/1971,-10.452,161.423,6
3/3/1971,48.241,153.104,5.8
3/4/1971,30.461,138.498,5.9
3/13/1971,-18.282,173.655,6.1
3/13/1971,-5.775,145.393,6.6
3/13/1971,50.396,-130.358,6.2
3/15/1971,41.732,143.881,5.7
3/15/1971,-15.545,167.632,5.6
3/16/1971,-10.968,163.705,6.4
3/16/1971,8.417,127.216,6.1
3/17/1971,-3.24,139.84,5.7
3/19/1971,16.954,-95.288,5.5
3/19/1971,2.218,126.753,5.6
3/20/1971,-1.328,-13.648,5.8
3/22/1971,37.292,142.109,5.5
3/23/1971,-23.024,-176.147,6.3
3/23/1971,70.974,-6.978,6.2
3/23/1971,41.52,79.325,6.2
3/23/1971,41.419,79.243,5.8
3/24/1971,-5.327,151.558,5.7
3/24/1971,35.448,98.137,6
3/25/1971,38.467,142.257,5.7
3/26/1971,60.2,-141.059,5.6
3/27/1971,52.488,-174.473,5.9
3/28/1971,11.941,95.112,6.3
3/28/1971,-9.583,124.538,5.8
3/30/1971,51.178,-177.41,5.6
3/31/1971,8.981,125.646,5.7
3/31/1971,8.9,125.657,5.7
1/1/1972,-17.021,174.903,6.8
1/2/1972,15.978,-98.335,5.8
1/3/1972,51.095,178.905,5.8
1/4/1972,22.638,122.067,6.9
1/4/1972,-0.061,125.012,5.7
1/6/1972,-4.611,151.819,6.1
1/7/1972,-2.184,138.951,6
1/8/1972,-18.897,-173.206,5.6
1/8/1972,20.981,120.28,6.7
1/8/1972,20.893,120.308,5.8
1/8/1972,-55.692,-28.876,6
1/12/1972,-6.833,-71.847,6.4
1/12/1972,37.636,75.014,5.7
1/13/1972,61.888,147,5.9
1/15/1972,-18.296,-174.605,5.9
1/15/1972,40.182,78.92,6.2
1/18/1972,54.655,161.506,5.7
1/18/1972,-4.866,144.966,6.6
1/19/1972,-4.718,144.905,6.6
1/20/1972,36.374,70.83,6.2
1/21/1972,-6.751,-71.902,6.1
1/22/1972,13.973,-91.128,5.8
1/22/1972,-20.435,172.94,6.3
1/23/1972,-13.248,166.407,7
1/24/1972,-13.144,166.406,6.1
1/24/1972,-26.19,-177.183,5.7
1/25/1972,22.632,122.269,7.3
1/25/1972,23.107,121.974,7.1
1/26/1972,-2.543,102.535,5.5
1/26/1972,-20.113,-178.892,6.5
1/28/1972,-19.415,169.22,6.3
1/28/1972,20.963,120.063,5.7
2/1/1972,-9.769,160.165,5.8
2/3/1972,-4.62,151.803,5.6
2/4/1972,-22.821,-68.845,5.6
2/6/1972,12.535,141.896,5.8
2/7/1972,8.484,-83.996,5.8
2/8/1972,19.319,122.067,6.1
2/9/1972,-51.852,-73.917,6
2/12/1972,-15.448,-173.252,6
2/13/1972,-55.829,-26.999,5.9
2/13/1972,0.932,-28.534,5.8
2/14/1972,-11.481,166.339,7.4
2/15/1972,-17.66,-71.212,5.8
2/16/1972,-11.347,166.261,5.6
2/17/1972,-6.102,151.856,5.6
2/19/1972,-11.123,162.917,5.5
2/19/1972,44.635,149.084,5.6
2/20/1972,29.328,-113.68,5.8
2/21/1972,55.888,-158.337,5.8
2/23/1972,-15.428,-172.681,5.8
2/24/1972,55.846,-158.214,5.5
2/25/1972,-60.759,-25.668,6.3
2/26/1972,50.462,97.207,5.7
2/29/1972,33.453,140.929,7.2
2/29/1972,33.502,141.092,6
3/1/1972,-18.995,-173.662,6
3/1/1972,40.535,-125.444,5.9
3/1/1972,-24.796,-70.094,5.7
3/2/1972,33.508,141.054,5.9
3/4/1972,-21.888,-179.329,5.6
3/6/1972,50.069,148.883,5.7
3/7/1972,-28.277,-178.169,6.6
3/8/1972,-3.795,131.384,5.9
3/14/1972,33.358,141.105,5.6
3/14/1972,39.217,29.517,5.7
3/15/1972,51.588,176.679,5.5
3/17/1972,-24.785,-179.529,5.7
3/18/1972,33.624,141.427,5.8
3/19/1972,40.872,141.975,6.2
3/20/1972,-6.855,-76.726,6.4
3/20/1972,51.277,-179.233,5.9
3/21/1972,49.92,-176.209,5.5
3/22/1972,49.019,153.582,6.8
3/22/1972,-21.241,-174.279,5.9
3/23/1972,-15.507,-172.723,5.7
3/24/1972,56.108,-157.254,6.4
3/24/1972,7.092,123.643,5.7
3/25/1972,48.066,153.087,6
3/25/1972,-22.005,-174.378,5.7
3/25/1972,-3.557,150.166,6.5
3/25/1972,43.269,146.008,6.3
3/27/1972,-17.855,-178.48,5.5
3/28/1972,-30.834,-179.828,5.7
3/30/1972,-25.758,179.665,7.2
3/30/1972,-29.765,-71.438,5.8
3/31/1972,-55.247,-29.108,6.1
1/1/1973,-35.513,-16.211,6
1/2/1973,-9.854,117.427,5.5
1/3/1973,-27.716,-63.261,5.6
1/3/1973,39.114,71.889,5.5
1/5/1973,-38.997,175.232,6.2
1/6/1973,-14.665,166.384,6.1
1/10/1973,-11.096,162.279,5.8
1/10/1973,-11.187,162.251,5.9
1/12/1973,-54.358,5.297,5.7
1/12/1973,-54.408,5.357,5.7
1/15/1973,27.081,140.103,5.8
1/16/1973,-3.528,135.474,5.5
1/17/1973,-15.127,-175.008,5.7
1/18/1973,-6.868,149.993,6.8
1/20/1973,29.284,68.571,5.6
1/21/1973,-15.857,-174.055,5.5
1/22/1973,18.601,-104.967,6.1
1/23/1973,-12.091,166.499,5.8
1/26/1973,0.376,122.224,5.6
1/27/1973,-0.115,123.931,6
1/28/1973,-19.847,169.029,5.7
1/30/1973,18.481,-102.996,7.5
1/31/1973,28.206,139.227,6
2/1/1973,-22.655,-66.195,6.1
2/2/1973,-55.654,-26.774,5.6
2/6/1973,27.874,127.69,5.7
2/6/1973,31.398,100.581,7.4
2/7/1973,-55.909,-27.844,5.7
2/7/1973,31.46,100.286,5.8
2/8/1973,-45.475,96.288,6.1
2/10/1973,18.886,-103.545,5.6
2/10/1973,49.899,156.084,5.5
2/13/1973,4.553,125.703,5.5
2/13/1973,-17.517,-178.501,5.5
2/14/1973,22.288,121.55,5.9
2/14/1973,-9.934,160.932,5.9
2/14/1973,-5.358,126.746,5.7
2/14/1973,-30.387,-177.509,6.3
2/16/1973,-15.307,-173.322,5.8
2/16/1973,49.835,78.232,5.6
2/16/1973,-6.076,148.613,5.5
2/17/1973,16.951,-61.419,5.5
2/18/1973,-7.31,128.358,5.5
2/18/1973,-36.694,-17.203,5.6
2/18/1973,-30.233,-177.611,5.7
2/19/1973,-45.538,35.134,5.6
2/20/1973,-62.496,166.269,5.7
2/20/1973,58.307,-149.81,5.5
2/23/1973,-2.088,-78.21,5.7
2/24/1973,-19.194,168.74,6
2/25/1973,-61.037,-37.881,6.4
2/25/1973,-1.696,99.68,5.9
2/28/1973,50.486,156.584,7.2
2/28/1973,50.078,156.936,5.5
2/28/1973,-0.211,124.393,5.5
3/1/1973,49.884,157.295,5.5
3/3/1973,50.439,156.278,5.5
3/3/1973,-55.322,-28.582,5.5
3/4/1973,54.828,161.599,6.1
3/7/1973,-33.489,-179.635,5.6
3/8/1973,-23.024,-175.592,5.6
3/9/1973,6.274,127.336,6
3/9/1973,-34.131,150.266,5.5
3/10/1973,-15.184,-173.524,5.6
3/11/1973,41.589,142.012,5.5
3/12/1973,50.101,156.744,5.7
3/12/1973,4.175,126.491,5.5
3/12/1973,50.835,157.103,6.1
3/13/1973,-5.448,154.209,5.5
3/14/1973,-62.473,165.272,5.8
3/14/1973,-5.315,152.154,5.8
3/16/1973,2.091,126.643,6.3
